driver,gender,years_exp,bus_unit,d_type,age,n_trip,ping_speed,distance,travel_time,n_crash,fatalities,injuries,sce_CM,sce_HB,sce_HW,sce_RS,sce_N
d22517,U,3.1,Final-mile,REG,55,17,28.9541176470588,1634.485,3054.535,0,0,0,0,0,0,0,0
d02508,M,0.5,Final-mile,REG,27,78,28.2355512820513,9620.2,14916.201,0,0,0,0,0,0,0,0
d30267,M,5.5,Dedicated,REG,56,38,41.9816842105263,4912.959,6328.899,0,0,0,0,0,0,0,0
d23976,M,0.8,Intermodal,REG,25,47,29.9492978723404,9996.364,16517.299,0,0,0,0,0,0,0,0
d05012,U,0.5,Dedicated,LOC,22,19,33.6412631578947,758.441,1440.933,0,0,0,0,0,0,0,0
d11163,U,2.1,Intermodal,LOC,48,77,19.5314545454545,4083.142,11672.735,0,0,0,0,0,0,0,0
d27209,U,1.3,Final-mile,REG,21,59,33.5014745762712,9780.679,14610.439,0,0,0,0,0,0,0,0
d28472,U,3.8,Dedicated,OTR,22,46,43.2360869565217,10896.848,14669.567,0,0,0,0,0,0,0,0
d07676,U,1,Final-mile,REG,31,66,32.3164242424242,10649.256,17001.966,0,0,0,0,0,0,0,0
d07619,U,5,Dedicated,LOC,45,78,27.5207948717949,6345.788,11456.241,0,0,0,0,0,0,0,0
d00290,U,0.6,Intermodal,LOC,58,91,22.768043956044,1952.225,5856.237,0,0,0,0,0,0,0,0
d13859,U,0.9,Final-mile,REG,30,83,29.5173253012048,9349.876,16276.265,0,0,0,0,0,0,0,0
d05856,U,2.3,Dedicated,OTR,40,86,31.7309186046512,9267.46,14785.266,0,0,0,0,0,0,0,0
d10911,U,1.3,Dedicated,REG,28,115,33.116547826087,6872.284,11370.801,0,0,0,0,0,0,0,0
d14044,U,0.3,Dedicated,LOC,21,13,27.8273846153846,1264.999,2280.766,0,0,0,0,0,0,0,0
d05170,U,1,Intermodal,LOC,28,34,24.0965588235294,5514.987,10762.533,0,0,0,0,0,0,0,0
d10681,U,1.5,Dedicated,OTR,44,66,41.573196969697,3328,4765.7,0,0,0,0,0,0,0,0
d05415,U,0.2,Final-mile,REG,20,70,34.4872428571429,11221.361,17190.205,0,0,0,0,0,0,0,0
d21499,U,3.3,Final-mile,REG,40,92,38.430652173913,5681.264,8112.104,0,0,0,0,0,0,0,0
d07556,U,0.4,Dedicated,LOC,31,105,28.3327238095238,5175.903,9700.43299999999,0,0,0,0,0,0,0,0
d11119,U,0.6,Dedicated,LOC,28,76,42.2463157894737,1501.236,2363.431,0,0,0,0,0,0,0,0
d04580,U,1.8,Final-mile,REG,42,64,36.407953125,12082.493,17306.638,0,0,0,0,0,0,0,0
d19524,M,2.5,Intermodal,REG,31,39,30.5617692307692,9794.919,15927.397,0,0,0,0,0,0,0,0
d25532,M,10.8,Dedicated,LOC,53,37,20.6771351351351,2733.5,10052.967,0,0,0,0,0,0,0,0
d12831,M,0.5,Intermodal,REG,22,54,31.0215925925926,8576.638,13698.6,0,0,0,0,0,0,0,0
d26639,M,0.3,Dedicated,LOC,22,48,37.565625,9219.232,13874.167,0,0,0,0,0,0,0,0
d31598,M,4,Dedicated,LOC,30,74,30.541445945946,11137.386,20273.366,0,0,0,0,0,0,0,0
d16568,M,0.3,Intermodal,REG,38,58,24.5037413793103,6885.493,13002.468,0,0,0,0,0,0,0,0
d25259,M,6.7,Intermodal,REG,37,80,28.822575,11403.923,19580.665,0,0,0,0,0,0,0,0
d30339,M,0.2,Dedicated,REG,43,64,18.14984375,877.851,2387.833,0,0,0,0,0,0,0,0
d23050,U,1.5,Dedicated,OTR,24,69,30.2807391304348,9682.776,16056.968,0,0,0,0,0,0,0,0
d12899,M,3.4,Dedicated,REG,43,67,34.9260746268657,10161.711,15164.133,0,0,0,0,0,0,0,0
d29393,M,,Intermodal,REG,39,50,27.36028,6984.475,11695.232,0,0,0,0,0,0,0,0
d16055,M,6.9,Dedicated,REG,38,77,32.0042467532468,7015.653,10502.129,0,0,0,0,0,0,0,0
d06441,M,1.3,Dedicated,OTR,54,74,33.8199864864865,11138.996,15745.237,0,0,0,0,0,0,0,0
d08078,M,0.2,Final-mile,REG,22,44,38.3822954545455,11428.957,15468.463,0,0,0,0,0,0,0,0
d01308,M,7.6,Dedicated,REG,52,16,32.8216875,1147.037,1710.234,0,0,0,0,0,0,0,0
d18783,M,0.9,Dedicated,LOC,50,42,24.7123333333333,1364.789,3409.131,0,0,0,0,0,0,0,0
d31300,M,12.4,Dedicated,LOC,44,97,28.0484329896907,6747.072,16505.637,0,0,0,0,0,0,0,0
d02547,M,2.5,Intermodal,REG,62,39,35.2361538461539,10279.592,16528.533,0,0,0,0,0,0,0,0
d01418,M,11.6,Final-mile,REG,46,70,34.4909285714286,11931.498,17690.134,0,0,0,0,0,0,0,0
d27648,M,0.2,Intermodal,LOC,47,11,20.9446363636364,619.518,1366.201,0,0,0,0,0,0,0,0
d23823,M,5.6,Dedicated,LOC,55,9,29.0638888888889,458.397,825.299,0,0,0,0,0,0,0,0
d17759,M,12.4,Intermodal,LOC,54,51,24.1853725490196,2520.196,6133.235,0,0,0,0,0,0,0,0
d09957,M,0.7,Dedicated,OTR,35,83,41.650421686747,1947.404,3124.131,0,0,0,0,0,0,0,0
d24357,M,0.5,Final-mile,REG,45,20,27.36345,1872.842,3191.932,0,0,0,0,0,0,0,0
d02624,M,7,Dedicated,LOC,48,72,21.84275,3746.115,8593.532,0,0,0,0,0,0,0,0
d28244,U,5,Final-mile,REG,41,19,36.1818421052632,3092.137,4134.301,0,0,0,0,0,0,0,0
d23780,M,3.8,Intermodal,LOC,43,11,20.8644545454545,1646.17,4384.999,0,0,0,0,0,0,0,0
d03538,U,0.6,Dedicated,OTR,21,57,33.0232105263158,9712.891,15794.933,0,0,0,0,0,0,0,0
d06335,U,5,Dedicated,LOC,54,113,26.4179292035398,4730.745,10351.53,0,0,0,0,0,0,0,0
d20035,U,0.8,Dedicated,OTR,32,84,28.7500357142857,11193.635,18102.868,0,0,0,0,0,0,0,0
d01510,U,1,Final-mile,REG,31,81,31.3823827160494,12518.749,18784.404,0,0,0,0,0,0,0,0
d04785,M,0.3,Final-mile,REG,39,71,32.3342112676056,10526.829,15885.166,0,0,0,0,0,0,0,0
d20040,U,2.9,Dedicated,LOC,43,45,39.3247111111111,1484.954,2212.432,0,0,0,0,0,0,0,0
d27468,U,5.1,Intermodal,LOC,27,114,20.3026315789474,3388.044,10672.102,0,0,0,0,0,0,0,0
d28134,U,1,Final-mile,REG,23,73,32.1657260273973,14635.176,20609.668,0,0,0,0,0,0,0,0
d30676,U,1.1,Intermodal,LOC,37,64,17.535984375,3965.678,12009.703,0,0,0,0,0,0,0,0
d05384,U,1.3,Dedicated,LOC,38,46,35.2753260869565,7112.805,11030.133,0,0,0,0,0,0,0,0
d14034,M,0.8,Intermodal,REG,49,54,27.1097037037037,11264.156,18121.799,0,0,0,0,0,0,0,0
d20162,M,0.6,Intermodal,REG,23,40,34.267875,11649.862,17405.633,0,0,0,0,0,0,0,0
d12977,U,12.9,Final-mile,REG,61,86,34.8369186046512,14801.683,21410.399,0,0,0,0,0,0,0,0
d24349,U,0.9,Dedicated,OTR,35,91,30.3463186813187,10328.299,15605.901,0,0,0,0,0,0,0,0
d26927,M,2.1,Final-mile,REG,38,51,36.4522352941177,10440.037,14643.931,0,0,0,0,0,0,0,0
d29927,M,0.3,Final-mile,REG,31,2,42.423,306.163,458.9,0,0,0,0,0,0,0,0
d30170,M,1,Final-mile,REG,23,64,35.939421875,11293.868,15369.731,0,0,0,0,0,0,0,0
d01733,U,14.2,Dedicated,OTR,66,105,37.3957523809524,2305.925,4048.838,0,0,0,0,0,0,0,0
d24093,M,0.3,Final-mile,REG,35,77,29.0637922077922,9194.414,14539.262,0,0,0,0,0,0,0,0
d12686,U,0.5,Final-mile,REG,62,78,32.7399102564103,12712.244,18984.263,0,0,0,0,0,0,0,0
d06120,M,0.4,Final-mile,REG,27,68,33.7226764705882,14854.501,21004.834,0,0,0,0,0,0,0,0
d04641,U,2.6,Dedicated,REG,24,52,36.5159615384615,11505.121,15655.434,0,0,0,0,0,0,0,0
d18439,M,3.4,Dedicated,OTR,43,38,42.3049473684211,1070.222,1596.301,0,0,0,0,0,0,0,0
d13120,U,6.9,Dedicated,LOC,66,20,19.2839,1677.291,4808.465,0,0,0,0,0,0,0,0
d31098,U,5.1,Final-mile,REG,45,109,29.7512201834862,11548.667,18248.568,0,0,0,0,0,0,0,0
d28650,U,0.4,Final-mile,REG,24,62,33.0137419354839,9154.371,13110.7,0,0,0,0,0,0,0,0
d29833,U,1.1,Dedicated,REG,27,48,26.729,7197.838,13780.434,0,0,0,0,0,0,0,0
d24904,M,2.7,Dedicated,REG,44,72,31.2813333333333,7360.444,13629.93,0,0,0,0,0,0,0,0
d14662,M,10.9,Intermodal,REG,56,7,21.6697142857143,670.477,1233.633,0,0,0,0,0,0,0,0
d31500,U,12.4,Dedicated,REG,40,34,24.4482647058824,2245.273,6326.902,0,0,0,0,0,0,0,0
d00937,U,0.3,Final-mile,REG,22,77,31.8536363636364,12389.008,18943.803,0,0,0,0,0,0,0,0
d03483,U,9.4,Final-mile,REG,50,30,33.379,5245.75,7191.866,0,0,0,0,0,0,0,0
d20888,U,7.7,Final-mile,REG,49,71,37.8443661971831,11115.613,16967.863,0,0,0,0,0,0,0,0
d22921,M,0.4,Dedicated,OTR,57,48,37.1253125,9537.079,14544.529,0,0,0,0,0,0,0,0
d19064,U,10.1,Dedicated,LOC,45,23,25.0242608695652,3293.672,7460.798,0,0,0,0,0,0,0,0
d10072,U,1.8,Final-mile,REG,36,86,33.5502790697674,12219.744,17682.162,0,0,0,0,0,0,0,0
d01429,U,1.5,Final-mile,REG,29,83,32.9116144578313,10707.797,16199.968,0,0,0,0,0,0,0,0
d03425,U,0.7,Final-mile,REG,42,77,32.3845064935065,13578.905,18975.865,0,0,0,0,0,0,0,0
d29929,U,4.2,Dedicated,REG,48,56,36.0200714285714,9197.218,12259.998,0,0,0,0,0,0,0,0
d31706,M,1.8,Intermodal,LOC,32,56,17.8651607142857,5438.213,15679.63,0,0,0,0,0,0,0,0
d24818,U,7.3,Dedicated,OTR,40,73,32.3586849315069,13069.796,19205.332,0,0,0,0,0,0,0,0
d02224,M,1.2,Dedicated,REG,54,67,38.0144328358209,13584.21,17320.633,0,0,0,0,0,0,0,0
d08213,U,0.8,Final-mile,REG,27,81,31.8941481481482,12595.062,19186.467,0,0,0,0,0,0,0,0
d01592,M,1.2,Intermodal,LOC,26,34,26.0113235294118,5318.27,10234.532,0,0,0,0,0,0,0,0
d25420,M,0.6,Intermodal,LOC,50,61,16.274868852459,3145.233,10552.668,0,0,0,0,0,0,0,0
d15133,U,0.5,Intermodal,LOC,26,27,16.0479259259259,567.748,2160.068,0,0,0,0,0,0,0,0
d04190,U,1.4,Intermodal,LOC,63,74,17.3641486486487,3405.72,11142.705,0,0,0,0,0,0,0,0
d25481,U,2.3,Final-mile,REG,29,82,30.6321829268293,10681.257,16633.831,0,0,0,0,0,0,0,0
d07228,U,,Dedicated,REG,29,11,40.7575454545455,1236.839,1807.033,0,0,0,0,0,0,0,0
d11453,U,7.9,Intermodal,LOC,44,22,22.4641363636364,2943.892,5831.2,0,0,0,0,0,0,0,0
d02740,U,1.3,Intermodal,LOC,46,74,19.4097972972973,4879.498,13034.735,0,0,0,0,0,0,0,0
d25772,U,2.5,Final-mile,REG,54,81,28.6603333333333,9486.798,15519.9,0,0,0,0,0,0,0,0
d29717,U,2.4,Intermodal,LOC,56,75,16.1603466666667,3499.45,11736.736,0,0,0,0,0,0,0,0
d28513,U,2,Dedicated,REG,50,21,27.2508095238095,1932.944,3501.732,0,0,0,0,0,0,0,0
d11157,U,4,Intermodal,LOC,26,72,14.1652916666667,2172.227,9080.5,0,0,0,0,0,0,0,0
d14465,U,3.4,Intermodal,LOC,31,58,12.4685517241379,3258.328,13989.528,0,0,0,0,0,0,0,0
d01976,U,1.6,Intermodal,LOC,41,62,13.4973870967742,2580.401,11236.835,0,0,0,0,0,0,0,0
d27139,M,6.5,Dedicated,LOC,59,48,21.1181875,6427.471,15900.832,0,0,0,0,0,0,0,0
d01654,U,30.1,Dedicated,LOC,60,21,21.707380952381,1772.673,4150.269,0,0,0,0,0,0,0,0
d23045,U,0.9,Intermodal,LOC,43,69,12.7675507246377,2891.707,11584.366,0,0,0,0,0,0,0,0
d25067,U,1.5,Dedicated,LOC,28,64,24.403796875,6891.729,15420.434,0,0,0,0,0,0,0,0
d00376,U,2.8,Intermodal,LOC,41,68,16.1569264705882,2708.204,10509.703,0,0,0,0,0,0,0,0
d07376,U,5,Intermodal,REG,67,55,23.8098727272727,4771.721,11570.6,0,0,0,0,0,0,0,0
d21500,U,0.5,Intermodal,LOC,42,77,14.7174025974026,2754.271,9401.434,0,0,0,0,0,0,0,0
d08376,U,8,Intermodal,LOC,42,22,13.353,922.141,4380.333,0,0,0,0,0,0,0,0
d01016,U,0.2,Final-mile,REG,40,19,18.4163684210526,1166.362,2633.867,0,0,0,0,0,0,0,0
d19725,M,2.7,Intermodal,LOC,48,97,17.6383505154639,1129.709,4404.799,0,0,0,0,0,0,0,0
d21593,U,3,Dedicated,LOC,41,51,21.3462549019608,511.73,1603.301,0,0,0,0,0,0,0,0
d29383,U,3.5,Final-mile,REG,35,55,28.1974909090909,6248.398,10463.536,0,0,0,0,0,0,0,0
d12915,U,0.9,Intermodal,LOC,22,59,13.4090338983051,2790.805,12315.532,0,0,0,0,0,0,0,0
d14720,U,4,Intermodal,LOC,28,70,14.3622857142857,2564.413,10545.966,0,0,0,0,0,0,0,0
d23359,U,1.6,Intermodal,LOC,50,63,13.5778412698413,2956.974,12960.5,0,0,0,0,0,0,0,0
d27868,U,1.9,Intermodal,LOC,37,2,10.4385,60.984,355.367,0,0,0,0,0,0,0,0
d16616,U,3.9,Intermodal,LOC,36,110,10.8273454545455,1625.316,8365.035,0,0,0,0,0,0,0,0
d09750,U,1.4,Dedicated,OTR,21,57,44.715052631579,987.632999999999,1505.836,0,0,0,0,0,0,0,0
d17100,U,0.4,Intermodal,LOC,55,40,13.8296,2715.628,10898.066,0,0,0,0,0,0,0,0
d31841,U,2.2,Final-mile,REG,70,49,34.7989795918367,6585.118,9884.467,0,0,0,0,0,0,0,0
d24091,U,0.7,Final-mile,REG,27,5,15.529,210.579,527.166,0,0,0,0,0,0,0,0
d31477,U,8.9,Intermodal,LOC,53,3,19.287,167.916,787.1,0,0,0,0,0,0,0,0
d24333,U,0.9,Intermodal,LOC,25,81,13.9900617283951,2783.615,10841.034,0,0,0,0,0,0,0,0
d01538,U,3.3,Dedicated,REG,60,57,32.4086842105263,7155.235,10731.1,0,0,0,0,0,0,0,0
d24445,U,5.8,Intermodal,LOC,55,30,14.1972,877.591,3540.931,0,0,0,0,0,0,0,0
d02657,M,7.4,Dedicated,LOC,43,61,42.6045245901639,7081.365,10107.603,0,0,0,0,0,0,0,0
d13587,M,0.3,Dedicated,OTR,41,40,40.4517,8547.59,11479.031,0,0,0,0,0,0,0,0
d24987,M,1,Final-mile,REG,28,56,35.0205714285714,9959.719,14548.168,0,0,0,0,0,0,0,0
d07825,U,1,Dedicated,REG,33,66,28.1094090909091,8572.306,15170.268,0,0,0,0,0,0,0,0
d08030,U,,Intermodal,LOC,47,41,22.8810487804878,4198.625,9762.802,0,0,0,0,0,0,0,0
d14898,U,10.7,Intermodal,REG,53,13,27.5949230769231,1704.182,3092.432,0,0,0,0,0,0,0,0
d05834,M,2.1,Final-mile,REG,46,49,32.6567959183673,10203.47,14896.801,0,0,0,0,0,0,0,0
d29511,U,1,Intermodal,REG,46,52,31.2585961538462,8590.581,14788.334,0,0,0,0,0,0,0,0
d14897,M,1.3,Intermodal,REG,32,30,29.352,5667.917,9644.066,0,0,0,0,0,0,0,0
d06461,U,4.3,Final-mile,REG,26,34,34.5314705882353,6385.46,9562.535,0,0,0,0,0,0,0,0
d29902,U,4.9,Final-mile,REG,36,54,35.2541111111111,9569.999,14394.068,0,0,0,0,0,0,0,0
d16195,U,25.2,Dedicated,REG,60,68,29.7956323529412,4766.855,7955.031,0,0,0,0,0,0,0,0
d30466,F,1,Dedicated,REG,32,39,31.4747948717949,5424.125,8048.698,0,0,0,0,0,0,0,0
d03947,M,7.1,Dedicated,LOC,34,4,40.33325,61.331,101.667,0,0,0,0,0,0,0,0
d14013,U,0.2,Intermodal,LOC,23,58,21.3879827586207,4063.159,10643.067,0,0,0,0,0,0,0,0
d22873,U,0.5,Dedicated,LOC,37,46,29.2809130434783,3862.016,6642.202,0,0,0,0,0,0,0,0
d25585,U,8.9,Dedicated,LOC,52,53,26.9528867924528,5529.306,10842.467,0,0,0,0,0,0,0,0
d26259,U,0.8,Intermodal,REG,23,34,32.4511764705882,10233.211,16921.568,0,0,0,0,0,0,0,0
d01074,U,0.5,Dedicated,LOC,26,34,23.3774705882353,2065.892,4505.5,0,0,0,0,0,0,0,0
d29566,M,0.5,Final-mile,REG,57,62,31.5119516129032,9263.845,14393.599,0,0,0,0,0,0,0,0
d14746,U,1,Dedicated,LOC,33,22,25.4325909090909,1439.172,3478.332,0,0,0,0,0,0,0,0
d16338,M,2.7,Intermodal,REG,58,51,27.1660588235294,6059.511,10520.364,0,0,0,0,0,0,0,0
d15357,U,11.1,Dedicated,LOC,39,34,33.2554705882353,6161.651,10128.369,0,0,0,0,0,0,0,0
d04624,F,1.4,Intermodal,REG,43,41,31.4246585365854,923.881,1936.702,0,0,0,0,0,0,0,0
d27905,M,1.9,Final-mile,REG,26,59,30.8840508474576,7495.968,12187.337,0,0,0,0,0,0,0,0
d05630,U,1.6,Intermodal,LOC,42,10,15.6955,585.588,2092.234,0,0,0,0,0,0,0,0
d05363,M,3.2,Dedicated,REG,43,12,32.4324166666667,1158.282,1796.7,0,0,0,0,0,0,0,0
d29257,U,2.6,Dedicated,OTR,51,41,34.5896585365854,10195.191,15833.168,0,0,0,0,0,0,0,0
d09572,M,8.9,Intermodal,REG,52,45,27.4522666666667,7119.372,12437.636,0,0,0,0,0,0,0,0
d30677,U,1.1,Dedicated,REG,21,29,31.6698620689655,4110.134,7053.334,0,0,0,0,0,0,0,0
d19365,M,7.2,Dedicated,OTR,44,85,46.3592352941177,2046.652,2862.436,0,0,0,0,0,0,0,0
d19364,F,7.2,Dedicated,OTR,48,88,45.8489659090909,2157.148,2968.935,0,0,0,0,0,0,0,0
d09693,M,4.8,Intermodal,LOC,39,30,22.9637,6052.652,14063.598,0,0,0,0,0,0,0,0
d02203,M,1.4,Dedicated,REG,29,2,43.8515,568.678,917.9,0,0,0,0,0,0,0,0
d15509,M,8,Dedicated,REG,36,47,41.6905531914894,962.943,1575.966,0,0,0,0,0,0,0,0
d05350,M,0.6,Final-mile,REG,27,80,33.345325,11300.131,16535.565,0,0,0,0,0,0,0,0
d22768,M,0.3,Final-mile,REG,44,50,37.9009,10279.309,14845.666,0,0,0,0,0,0,0,0
d16944,M,3.8,Dedicated,LOC,54,25,21.88512,4090.723,9165.335,0,0,0,0,0,0,0,0
d15610,U,1.7,Final-mile,REG,34,57,26.5509122807018,6040.096,10176.598,0,0,0,0,0,0,0,0
d21609,M,6.5,Intermodal,LOC,35,55,30.2262545454545,3408.101,8034.401,0,0,0,0,0,0,0,0
d26354,M,12.8,Final-mile,REG,47,55,26.4647454545455,6385.325,12272.733,0,0,0,0,0,0,0,0
d03274,M,0.2,Final-mile,REG,53,13,22.7561538461538,1167.857,2322.966,0,0,0,0,0,0,0,0
d14421,U,1.8,Final-mile,REG,33,69,33.6122753623188,8299.659,12673.23,0,0,0,0,0,0,0,0
d21601,M,1.6,Intermodal,LOC,32,26,28.4626923076923,4651.172,10632.935,0,0,0,0,0,0,0,0
d14786,F,0.4,Dedicated,LOC,24,36,30.1938333333333,563.172,1225.264,0,0,0,0,0,0,0,0
d31707,M,0.4,Final-mile,REG,35,60,30.0038666666667,8859.2,14366.468,0,0,0,0,0,0,0,0
d20818,M,3.7,Dedicated,LOC,48,46,31.9032391304348,1621.416,3424.7,0,0,0,0,0,0,0,0
d16665,U,2.7,Dedicated,REG,59,85,34.2091411764706,5235.846,8500.969,0,0,0,0,0,0,0,0
d31189,U,,Intermodal,LOC,29,30,20.6938666666667,3547.231,8322.966,0,0,0,0,0,0,0,0
d21517,M,3.8,Intermodal,LOC,33,46,28.5508695652174,5284.477,10781.097,0,0,0,0,0,0,0,0
d14899,M,7.2,Intermodal,REG,60,36,33.0490555555556,9296.166,14543.064,0,0,0,0,0,0,0,0
d29089,M,10.4,Dedicated,LOC,38,23,22.3708695652174,2824.943,9573.634,0,0,0,0,0,0,0,0
d20205,M,0.5,Intermodal,REG,55,50,31.4232,9584.489,15942.502,0,0,0,0,0,0,0,0
d00833,U,3.6,Dedicated,LOC,26,88,30.1785113636364,4490.63,8743.466,0,0,0,0,0,0,0,0
d10871,F,0.8,Final-mile,REG,32,51,33.4811568627451,10433.694,15859.703,0,0,0,0,0,0,0,0
d15737,U,0.9,Intermodal,REG,46,18,31.602,3288.107,5620.1,0,0,0,0,0,0,0,0
d12578,M,0.3,Final-mile,REG,21,67,30.4311940298508,9279.484,14652.764,0,0,0,0,0,0,0,0
d07188,M,0.7,Intermodal,REG,49,44,31.1188409090909,6380.269,12097.031,0,0,0,0,0,0,0,0
d24753,M,1.1,Dedicated,REG,26,12,38.9254166666667,2380.987,3243.999,0,0,0,0,0,0,0,0
d00247,M,3.5,Intermodal,LOC,39,48,27.7341041666667,5549.158,10146.669,0,0,0,0,0,0,0,0
d14649,M,0.7,Intermodal,REG,33,38,29.8197894736842,5997.189,10234.768,0,0,0,0,0,0,0,0
d03135,M,2.1,Dedicated,REG,41,37,38.3342972972973,594.983,1249.732,0,0,0,0,0,0,0,0
d08764,M,9.4,Intermodal,REG,50,54,25.6443518518519,7887.875,14254.301,0,0,0,0,0,0,0,0
d29820,M,3.4,Intermodal,REG,49,54,28.2956111111111,7918.187,14023.5,0,0,0,0,0,0,0,0
d16796,M,6.4,Intermodal,LOC,35,28,21.0215,3746.172,9306.099,0,0,0,0,0,0,0,0
d03494,M,1.2,Intermodal,REG,25,44,26.74675,8410.811,14464.596,0,0,0,0,0,0,0,0
d03559,M,0.3,Dedicated,LOC,21,53,32.6541886792453,9090.329,14446.47,0,0,0,0,0,0,0,0
d20328,M,0.6,Dedicated,LOC,23,51,24.9091764705882,5505.603,11450.172,0,0,0,0,0,0,0,0
d29471,M,11.6,Dedicated,OTR,49,63,30.5859047619048,6589.282,10989.066,0,0,0,0,0,0,0,0
d27466,U,1.7,Final-mile,REG,43,48,32.45075,7737.223,11626.233,0,0,0,0,0,0,0,0
d05079,U,1.4,Final-mile,REG,39,39,30.7203076923077,5902.738,9011.869,0,0,0,0,0,0,0,0
d10036,U,4,Dedicated,LOC,47,54,19.4244814814815,1536.049,4510.165,0,0,0,0,0,0,0,0
d19025,U,2.6,Dedicated,LOC,39,37,21.902027027027,1469.416,4604.135,0,0,0,0,0,0,0,0
d17654,U,3.8,Intermodal,REG,45,38,35.1901578947368,8228.08,12860.265,0,0,0,0,0,0,0,0
d14615,M,1.1,Dedicated,LOC,25,41,32.9859268292683,6467.284,10556.935,0,0,0,0,0,0,0,0
d18088,U,0.3,Final-mile,REG,73,33,27.2045454545455,2972.607,5491.502,0,0,0,0,0,0,0,0
d04611,U,7.9,Intermodal,LOC,51,55,21.2954909090909,4916.382,11920.296,0,0,0,0,0,0,0,0
d29903,M,0.3,Final-mile,REG,43,45,33.8320222222222,9031.509,13004.298,0,0,0,0,0,0,0,0
d28427,U,3.6,Dedicated,OTR,56,35,35.5965428571429,5318.398,7280.836,0,0,0,0,0,0,0,0
d08868,M,0.6,Intermodal,REG,21,46,35.1386956521739,9123.668,13656.97,0,0,0,0,0,0,0,0
d14394,U,0.7,Dedicated,REG,31,51,27.0806078431373,4093.561,6854.464,0,0,0,0,0,0,0,0
d03662,U,4.7,Intermodal,LOC,30,42,21.213619047619,3709.397,9566.533,0,0,0,0,0,0,0,0
d23499,M,14.2,Dedicated,REG,61,118,27.8986440677966,2834.077,5920.939,0,0,0,0,0,0,0,0
d25106,U,0.9,Final-mile,REG,55,66,33.2173333333333,9679.102,14390.33,0,0,0,0,0,0,0,0
d10956,U,7.7,Dedicated,LOC,36,39,25.8155641025641,8511.043,15196.9,0,0,0,0,0,0,0,0
d29821,U,6.5,Intermodal,REG,56,34,31.5945294117647,8374.503,13823.101,0,0,0,0,0,0,0,0
d04649,F,1.1,Dedicated,REG,56,45,32.4804888888889,8783.437,13633.87,0,0,0,0,0,0,0,0
d13143,M,0.7,Intermodal,REG,40,46,32.0651956521739,7614.977,12473.667,0,0,0,0,0,0,0,0
d30678,M,4.2,Final-mile,REG,51,48,34.1116041666667,8088.192,11679.968,0,0,0,0,0,0,0,0
d11435,M,9.9,Dedicated,REG,53,28,31.3088571428571,3618.39,5607.1,0,0,0,0,0,0,0,0
d20845,M,1.1,Final-mile,REG,32,51,32.5048235294118,7881.881,10933.797,0,0,0,0,0,0,0,0
d12197,U,1.3,Dedicated,REG,36,17,24.0872941176471,1772.162,3845.435,0,0,0,0,0,0,0,0
d14466,M,3.2,Dedicated,OTR,52,46,33.0841304347826,10585.656,16325.234,0,0,0,0,0,0,0,0
d25240,M,0.6,Final-mile,REG,21,39,46.605358974359,11877.501,14600.568,0,0,0,0,0,0,0,0
d22450,U,7.1,Final-mile,REG,40,75,30.13664,10100.227,16007.035,0,0,0,0,0,0,0,0
d28780,U,0.3,Final-mile,REG,47,59,31.1454915254237,9580.578,14719.297,0,0,0,0,0,0,0,0
d30920,M,11.7,Intermodal,REG,57,4,42.69975,199.413,306.567,0,0,0,0,0,0,0,0
d14840,U,1.7,Final-mile,REG,33,78,31.6299743589744,10410.291,15755.933,0,0,0,0,0,0,0,0
d11005,U,1.6,Dedicated,REG,43,45,31.1974,1250.46,2401.264,0,0,0,0,0,0,0,0
d29567,M,0.6,Dedicated,REG,50,52,31.0470961538462,7204.827,10949.799,0,0,0,0,0,0,0,0
d11179,M,1,Dedicated,REG,26,56,33.037625,8350.512,12608.931,0,0,0,0,0,0,0,0
d00627,U,0.3,Dedicated,REG,22,53,25.5710754716981,3024.421,5185.165,0,0,0,0,0,0,0,0
d22025,U,1.7,Dedicated,REG,28,65,32.4782307692308,5666.934,8576.166,0,0,0,0,0,0,0,0
d00446,U,0.5,Final-mile,REG,54,77,35.1350909090909,9504.838,13951.53,0,0,0,0,0,0,0,0
d21898,U,0.5,Dedicated,LOC,50,31,33.3855161290323,2025.996,4350.936,0,0,0,0,0,0,0,0
d08461,U,0.4,Final-mile,REG,21,59,32.6134915254237,8936.758,12773.5,0,0,0,0,0,0,0,0
d19419,U,0.3,Final-mile,REG,34,32,35.2968125,6123.261,8561.601,0,0,0,0,0,0,0,0
d16523,U,2.8,Dedicated,LOC,25,20,16.89405,1077.352,3314.298,0,0,0,0,0,0,0,0
d00061,U,,Dedicated,LOC,26,39,40.7124358974359,7063.473,10239.735,0,0,0,0,0,0,0,0
d08378,U,0.3,Intermodal,LOC,21,43,19.790023255814,827.876,2693.998,0,0,0,0,0,0,0,0
d15252,M,0.7,Intermodal,LOC,26,53,17.6131132075472,3295.819,10519.999,0,0,0,0,0,0,0,0
d24965,U,0.4,Intermodal,LOC,21,57,20.0677543859649,2945.865,9052,0,0,0,0,0,0,0,0
d13155,U,1.3,Intermodal,LOC,55,40,18.455075,2875.376,8241.897,0,0,0,0,0,0,0,0
d27785,U,2.2,Intermodal,LOC,25,50,18.378,2316.535,7181.335,0,0,0,0,0,0,0,0
d03388,U,7,Final-mile,REG,44,59,35.4713389830509,9711.342,13669.435,0,0,0,0,0,0,0,0
